date,prec,tmin,tmean,tmax,qt
1987-09-16,10.84,25.65,26.15,26.65,6.431
1987-09-17,14.9,26.2,26.7,27.2,6.202
1987-09-18,11.62,26.95,27.45,27.95,6.992
1987-09-19,5.78,26.8,27.3,27.8,7.162
1987-09-20,30.36,27.05,27.55,28.05,6.796
1987-09-21,7.08,27.05,27.55,28.05,6.745
1987-09-22,4.14,25.2,25.7,26.2,6.72
1987-09-23,10.09,26.8,27.3,27.8,6.304
1987-09-24,0.89,27,27.5,28,6.04
1987-09-25,17.31,26.2,26.7,27.2,6.932
1987-09-26,2.43,26.25,26.75,27.25,6.72
1987-09-27,9.35,25.65,26.15,26.65,6.338
1987-09-28,6.05,26.45,26.95,27.45,5.947
1987-09-29,10.88,26.15,26.65,27.15,5.802
1987-09-30,19.58,26.75,27.25,27.75,15.699
1987-10-01,19.91,26.45,26.95,27.45,11.095
1987-10-02,27.3,26.9,27.4,27.9,14.799
1987-10-03,11.9,26.65,27.15,27.65,14.901
1987-10-04,7.62,26.05,26.55,27.05,11.503
1987-10-05,2.01,25.85,26.35,26.85,9.863
1987-10-06,58.4,26.6,27.1,27.6,18.197
1987-10-07,8.37,26.2,26.7,27.2,16.099
1987-10-08,25.73,25.8,26.3,26.8,13.397
1987-10-09,12.05,27.05,27.55,28.05,12.301
1987-10-10,5.89,26.9,27.4,27.9,11.002
1987-10-11,24.26,26.45,26.95,27.45,11.8
1987-10-12,7.81,26.55,27.05,27.55,11.002
1987-10-13,15.89,26.9,27.4,27.9,10.5
1987-10-14,2.71,26.05,26.55,27.05,10.203
1987-10-15,6.89,25.05,25.55,26.05,9.447
1987-10-16,4.41,25.65,26.15,26.65,9.413
1987-10-17,14.12,26.4,26.9,27.4,9.753
1987-10-18,15.13,24.45,24.95,25.45,11.197
1987-10-19,12.42,26,26.5,27,16.795
1987-10-20,30.97,23.9,24.4,24.9,12.301
1987-10-21,32.86,25.8,26.3,26.8,11.8
1987-10-22,31.31,25.6,26.1,26.6,14.196
1987-10-23,9.56,24.95,25.45,25.95,14.298
1987-10-24,5.65,25.6,26.1,26.6,13.202
1987-10-25,15.16,24.45,24.95,25.45,13.397
1987-10-26,0.9,25.1,25.6,26.1,12.301
1987-10-27,2.96,26.05,26.55,27.05,10.798
1987-10-28,72.38,26.7,27.2,27.7,13.397
1987-10-29,18.88,25.65,26.15,26.65,27.296
1987-10-30,11.76,25.25,25.75,26.25,15.3
1987-10-31,1.4,25.65,26.15,26.65,26.497
1987-11-01,2.09,25.8,26.3,26.8,15.699
1987-11-02,0.12,24.95,25.45,25.95,13.898
1987-11-03,13.1,25.2,25.7,26.2,12.599
1987-11-04,1.9,25.55,26.05,26.55,11.503
1987-11-05,1.74,24.4,24.9,25.4,10.798
1987-11-06,0.5,25.15,25.65,26.15,10.296
1987-11-07,1.65,25.9,26.4,26.9,9.107
1987-11-08,8.94,24.85,25.35,25.85,8.623
1987-11-09,3.22,26,26.5,27,8.963
1987-11-10,2.45,27.05,27.55,28.05,8.41
1987-11-11,1.94,26.6,27.1,27.6,7.773
1987-11-12,14.69,26.8,27.3,27.8,7.399
1987-11-13,7.31,26,26.5,27,7.196
1987-11-14,1.43,25.8,26.3,26.8,7.085
1987-11-15,10.85,25.75,26.25,26.75,6.881
1987-11-16,3.57,24.85,25.35,25.85,6.83
1987-11-17,3.19,26.25,26.75,27.25,6.558
1987-11-18,5.19,27,27.5,28,6.321
1987-11-19,22.17,26.8,27.3,27.8,6.151
1987-11-20,119.9,26.9,27.4,27.9,6.176
1987-11-21,85.79,25,25.5,26,58.796
1987-11-22,0.99,23.75,24.25,24.75,31.696
1987-11-23,7.48,25.3,25.8,26.3,23.6
1987-11-24,17.66,26.1,26.6,27.1,22.802
1987-11-25,2.43,25.6,26.1,26.6,21.4
1987-11-26,3.3,25.25,25.75,26.25,19.794
1987-11-27,4.03,26.1,26.6,27.1,18.401
1987-11-28,5.94,26.1,26.6,27.1,17.399
1987-11-29,1.84,26.05,26.55,27.05,18.299
1987-11-30,0.53,26.05,26.55,27.05,15.895
1987-12-01,5.33,24.9,25.4,25.9,14.298
1987-12-02,2.88,26.1,26.6,27.1,13.695
1987-12-03,3.39,25.9,26.4,26.9,12.497
1987-12-04,3.2,24.7,25.2,25.7,11.995
1987-12-05,12.75,24,24.5,25,11.095
1987-12-06,20.8,24.45,24.95,25.45,14.196
1987-12-07,0,23,23.5,24,13.1
1987-12-08,0.54,25.5,26,26.5,10.602
1987-12-09,0,25.9,26.4,26.9,9.642
1987-12-10,0.51,23.45,23.95,24.45,8.861
1987-12-11,8.28,25.1,25.6,26.1,8.207
1987-12-12,4.41,25.25,25.75,26.25,7.306
1987-12-13,9.04,23.85,24.35,24.85,7.365
1987-12-14,2.46,25.7,26.2,26.7,6.72
1987-12-15,3.28,25.9,26.4,26.9,6.21
1987-12-16,6.76,26.55,27.05,27.55,5.802
1987-12-17,24.78,26.25,26.75,27.25,5.513
1987-12-18,44.66,26.05,26.55,27.05,7.909
1987-12-19,9.53,24.2,24.7,25.2,11.902
1987-12-20,68.97,25,25.5,26,18.8
1987-12-21,35.7,24.5,25,25.5,30.099
1987-12-22,40.24,26.15,26.65,27.15,29.496
1987-12-23,5.97,24.6,25.1,25.6,22.895
1987-12-24,0.07,24.25,24.75,25.25,17.9
1987-12-25,0.01,26.05,26.55,27.05,13.796
1987-12-26,0.03,25.35,25.85,26.35,12.199
1987-12-27,8.43,25.15,25.65,26.15,11.095
1987-12-28,5.27,25.15,25.65,26.15,10.5
1987-12-29,8.42,25.7,26.2,26.7,9.923
1987-12-30,3.78,25.7,26.2,26.7,9.43
1987-12-31,25.42,25.3,25.8,26.3,9.557
1988-01-01,0.8,25.1,25.6,26.1,9.26
1988-01-02,0.99,26,26.5,27,8.453
1988-01-03,4.36,25.1,25.6,26.1,8.071
1988-01-04,4.2,25.7,26.2,26.7,7.578
1988-01-05,0.65,25.85,26.35,26.85,7.247
1988-01-06,0.28,24.1,24.6,25.1,6.983
1988-01-07,3.01,25.1,25.6,26.1,6.711
1988-01-08,0.32,25.3,25.8,26.3,6.448
1988-01-09,0.57,26.1,26.6,27.1,6.21
1988-01-10,3.22,26.3,26.8,27.3,5.981
1988-01-11,1.15,25.75,26.25,26.75,5.853
1988-01-12,0.22,24.7,25.2,25.7,5.726
1988-01-13,4.57,24.85,25.35,25.85,5.488
1988-01-14,2.67,25,25.5,26,5.378
1988-01-15,2.79,25.15,25.65,26.15,5.276
1988-01-16,0.73,24.6,25.1,25.6,5.267
1988-01-17,0.87,25,25.5,26,5.046
1988-01-18,0.14,25.5,26,26.5,4.927
1988-01-19,0.25,25.45,25.95,26.45,4.732
1988-01-20,0.48,25.05,25.55,26.05,4.647
1988-01-21,0.28,24.45,24.95,25.45,4.358
1988-01-22,2.63,24.2,24.7,25.2,4.52
1988-01-23,0.52,24.95,25.45,25.95,4.367
1988-01-24,0.25,24.35,24.85,25.35,4.316
1988-01-25,8.05,24.9,25.4,25.9,4.239
1988-01-26,78.09,23.45,23.95,24.45,4.562
1988-01-27,130.69,23.05,23.55,24.05,15.096
1988-01-28,144.88,22.85,23.35,23.85,84.495
1988-01-29,45.01,21.6,22.1,22.6,87.392
1988-01-30,5.24,22.05,22.55,23.05,41.296
1988-01-31,0.59,23.9,24.4,24.9,24.297
1988-02-01,7.68,24.6,25.1,25.6,19.098
1988-02-02,28.07,25.65,26.15,26.65,17.195
1988-02-03,22.24,25.8,26.3,26.8,21.995
1988-02-04,2.95,25.65,26.15,26.65,15.198
1988-02-05,0.14,24.5,25,25.5,12.998
1988-02-06,0.68,25.1,25.6,26.1,10.696
1988-02-07,19.36,25.3,25.8,26.3,9.88
1988-02-08,15.11,24.35,24.85,25.35,9.116
1988-02-09,17.07,22.15,22.65,23.15,10.602
1988-02-10,17.15,23.55,24.05,24.55,9.693
1988-02-11,16.65,24.2,24.7,25.2,10.696
1988-02-12,3.64,26.05,26.55,27.05,8.657
1988-02-13,0.91,25.45,25.95,26.45,7.952
1988-02-14,8.66,24.3,24.8,25.3,7.867
1988-02-15,6.67,25.3,25.8,26.3,7.382
1988-02-16,3.79,25.7,26.2,26.7,7.111
1988-02-17,3.2,24,24.5,25,7.153
1988-02-18,0.14,25.3,25.8,26.3,6.839
1988-02-19,0,24.55,25.05,25.55,6.652
1988-02-20,0.21,25.15,25.65,26.15,6.448
1988-02-21,2.37,26,26.5,27,6.049
1988-02-22,2.08,25.25,25.75,26.25,5.853
1988-02-23,2.53,25.5,26,26.5,5.726
1988-02-24,6.07,24,24.5,25,5.607
1988-02-25,4.03,24.3,24.8,25.3,5.607
1988-02-26,13.94,25.65,26.15,26.65,5.378
1988-02-27,13.37,24.7,25.2,25.7,5.446
1988-02-28,0.09,22.85,23.35,23.85,6.032
1988-02-29,0.02,24.1,24.6,25.1,5.216
1988-03-01,0.53,23.75,24.25,24.75,5.106
1988-03-02,0.58,23.35,23.85,24.35,4.936
1988-03-03,0.33,24.1,24.6,25.1,4.808
1988-03-04,4.42,25.1,25.6,26.1,4.732
1988-03-05,10.56,25.3,25.8,26.3,4.987
1988-03-06,19.44,23.65,24.15,24.65,4.732
1988-03-07,4.97,23.8,24.3,24.8,4.732
1988-03-08,1.81,22.75,23.25,23.75,4.647
1988-03-09,0.43,23.65,24.15,24.65,4.426
1988-03-10,0.21,24.65,25.15,25.65,4.316
1988-03-11,0,25.1,25.6,26.1,4.129
1988-03-12,0.07,24.9,25.4,25.9,4.044
1988-03-13,0.19,24.45,24.95,25.45,3.942
1988-03-14,1.2,24.45,24.95,25.45,3.942
1988-03-15,3.92,26.1,26.6,27.1,3.933
1988-03-16,9.44,26.25,26.75,27.25,3.746
1988-03-17,15.29,24.85,25.35,25.85,3.746
1988-03-18,1.91,25.45,25.95,26.45,3.84
1988-03-19,4.53,25.3,25.8,26.3,3.891
1988-03-20,28.52,24.5,25,25.5,5.488
1988-03-21,28.79,22.4,22.9,23.4,6.89
1988-03-22,18.76,22.1,22.6,23.1,20.397
1988-03-23,7.57,23.55,24.05,24.55,7.926
1988-03-24,10.81,25.75,26.25,26.75,9.965
1988-03-25,10.53,23.45,23.95,24.45,7.459
1988-03-26,0.06,24.85,25.35,25.85,6.032
1988-03-27,1.18,24.3,24.8,25.3,5.31
1988-03-28,0,25.3,25.8,26.3,4.842
1988-03-29,0.01,25.3,25.8,26.3,4.698
1988-03-30,4.4,25.35,25.85,26.35,4.52
1988-03-31,0.06,26.25,26.75,27.25,4.469
1988-04-01,0.01,26,26.5,27,4.409
1988-04-02,0,25.25,25.75,26.25,4.35
1988-04-03,0.11,24.55,25.05,25.55,4.129
1988-04-04,0.53,25.5,26,26.5,4.027
1988-04-05,2.06,24.95,25.45,25.95,3.84
1988-04-06,6.18,25.75,26.25,26.75,3.746
1988-04-07,0.11,26.25,26.75,27.25,3.695
1988-04-08,0.38,25.3,25.8,26.3,3.568
1988-04-09,0.32,25.5,26,26.5,3.568
1988-04-10,0,26.4,26.9,27.4,3.568
1988-04-11,0.11,25.7,26.2,26.7,3.568
1988-04-12,0.31,26.25,26.75,27.25,3.543
1988-04-13,27.44,25.85,26.35,26.85,3.526
1988-04-14,14.86,24.65,25.15,25.65,5.14
1988-04-15,4.15,23.4,23.9,24.4,4.401
1988-04-16,0.92,24.3,24.8,25.3,3.823
1988-04-17,2.57,25.5,26,26.5,3.56
1988-04-18,5.27,25.3,25.8,26.3,3.398
1988-04-19,7.9,25.9,26.4,26.9,3.398
1988-04-20,0,26.3,26.8,27.3,3.398
1988-04-21,0.3,26.55,27.05,27.55,3.313
1988-04-22,1.15,25.75,26.25,26.75,3.228
1988-04-23,1.11,25.55,26.05,26.55,3.152
1988-04-24,1.06,25.85,26.35,26.85,2.897
1988-04-25,0.92,24.95,25.45,25.95,2.634
1988-04-26,2.13,25.75,26.25,26.75,2.71
1988-04-27,0.03,26.1,26.6,27.1,2.753
1988-04-28,1.14,26.25,26.75,27.25,2.753
1988-04-29,0.02,27.05,27.55,28.05,2.829
1988-04-30,0.22,26.1,26.6,27.1,2.617
1988-05-01,5.28,26.45,26.95,27.45,3.594
1988-05-02,1.21,26.35,26.85,27.35,2.812
1988-05-03,8.83,27.3,27.8,28.3,2.863
1988-05-04,0.73,27.1,27.6,28.1,2.778
1988-05-05,9.19,26.4,26.9,27.4,2.812
1988-05-06,42.86,27.25,27.75,28.25,2.634
1988-05-07,23.9,25,25.5,26,2.6
1988-05-08,36.22,22.85,23.35,23.85,4.511
1988-05-09,0.98,25.1,25.6,26.1,3.322
1988-05-10,7.35,26.05,26.55,27.05,2.999
1988-05-11,28.98,25.65,26.15,26.65,3.016
1988-05-12,13.88,24.2,24.7,25.2,3.933
1988-05-13,9.04,25.45,25.95,26.45,4.18
1988-05-14,27.12,22.5,23,23.5,3.636
1988-05-15,34.71,26.8,27.3,27.8,3.458
1988-05-16,14.91,25.5,26,26.5,3.831
1988-05-17,6.69,26.3,26.8,27.3,4.052
1988-05-18,19.88,26.95,27.45,27.95,10.203
1988-05-19,8.34,26.9,27.4,27.9,6.677
1988-05-20,9.11,26.9,27.4,27.9,8.011
1988-05-21,1.91,27.6,28.1,28.6,6.142
1988-05-22,16.58,27.65,28.15,28.65,4.655
1988-05-23,22.51,26.6,27.1,27.6,4.528
1988-05-24,27.78,25.75,26.25,26.75,5.947
1988-05-25,35.9,25.15,25.65,26.15,7.085
1988-05-26,36.83,25.8,26.3,26.8,7.213
1988-05-27,28.47,24.55,25.05,25.55,8.088
1988-05-28,20,25.65,26.15,26.65,10.296
1988-05-29,1.58,25.85,26.35,26.85,7.561
1988-05-30,4.06,25.25,25.75,26.25,6.193
1988-05-31,0.06,26.55,27.05,27.55,5.7
1988-06-01,3.52,26.7,27.2,27.7,5.233
1988-06-02,4.12,26.55,27.05,27.55,5.191
1988-06-03,22.32,27,27.5,28,5.08
1988-06-04,3,27.45,27.95,28.45,5.012
1988-06-05,1.26,27.05,27.55,28.05,5.012
1988-06-06,9.62,26.8,27.3,27.8,5.743
1988-06-07,8.38,26.45,26.95,27.45,5.429
1988-06-08,11.66,26.05,26.55,27.05,7.926
1988-06-09,6.95,25.65,26.15,26.65,8.521
1988-06-10,12.55,25.6,26.1,26.6,7.799
1988-06-11,6.95,25.65,26.15,26.65,10.203
1988-06-12,16.97,26.2,26.7,27.2,8.122
1988-06-13,1.34,25.9,26.4,26.9,7.289
1988-06-14,8.71,26.25,26.75,27.25,5.666
1988-06-15,0.27,26.6,27.1,27.6,5.386
1988-06-16,0.67,24.7,25.2,25.7,5.004
1988-06-17,4.49,25.9,26.4,26.9,5.072
1988-06-18,32.06,26.25,26.75,27.25,5.598
1988-06-19,17.82,25.65,26.15,26.65,7.119
1988-06-20,30.29,26.05,26.55,27.05,9.107
1988-06-21,3.7,25.1,25.6,26.1,8.308
1988-06-22,15.89,26.9,27.4,27.9,7.332
1988-06-23,0.32,27.05,27.55,28.05,7.051
1988-06-24,1.81,26.05,26.55,27.05,6.499
1988-06-25,0.92,25.6,26.1,26.6,6.023
1988-06-26,44.32,23.4,23.9,24.4,7.111
1988-06-27,31.74,25.5,26,26.5,8.266
1988-06-28,1.42,25.9,26.4,26.9,6.456
1988-06-29,1.06,26.45,26.95,27.45,5.836
1988-06-30,14.73,26.5,27,27.5,5.581
1988-07-01,18.74,25.9,26.4,26.9,8.529
1988-07-02,3.28,26.1,26.6,27.1,9.15
1988-07-03,6.74,24.65,25.15,25.65,6.558
1988-07-04,2.04,25.9,26.4,26.9,6.423
1988-07-05,21.32,23.8,24.3,24.8,6.423
1988-07-06,0.34,24.2,24.7,25.2,7.391
1988-07-07,1.75,25.7,26.2,26.7,6.66
1988-07-08,1.58,25.25,25.75,26.25,5.862
1988-07-09,16,25.25,25.75,26.25,5.598
1988-07-10,25.39,27.3,27.8,28.3,11.299
1988-07-11,3.62,26.25,26.75,27.25,7.782
1988-07-12,6.09,25.85,26.35,26.85,6.677
1988-07-13,10.13,25.45,25.95,26.45,6.134
1988-07-14,22.18,25.8,26.3,26.8,6.321
1988-07-15,9.63,25.85,26.35,26.85,6.117
1988-07-16,11.35,26.05,26.55,27.05,7.119
1988-07-17,8.63,26.25,26.75,27.25,5.989
1988-07-18,16.54,26.6,27.1,27.6,5.87
1988-07-19,6.27,25.8,26.3,26.8,5.853
1988-07-20,38.53,25.2,25.7,26.2,15.801
1988-07-21,41.98,26.8,27.3,27.8,22.7
1988-07-22,19.98,24.75,25.25,25.75,12.301
1988-07-23,11.64,23.7,24.2,24.7,10.203
1988-07-24,23.45,24.15,24.65,25.15,9.167
1988-07-25,15.98,25.9,26.4,26.9,8.122
1988-07-26,9.23,23.55,24.05,24.55,10.203
1988-07-27,0.62,26.25,26.75,27.25,9.498
1988-07-28,3.76,25.2,25.7,26.2,9.43
1988-07-29,0.48,26.2,26.7,27.2,9.277
1988-07-30,4.75,25.85,26.35,26.85,9.141
1988-07-31,18.01,24.35,24.85,25.35,9.608
1988-08-01,17.76,26.05,26.55,27.05,13.397
1988-08-02,0.47,25.7,26.2,26.7,12.599
1988-08-03,7.04,26.05,26.55,27.05,10.398
1988-08-04,17.61,26.05,26.55,27.05,11.698
1988-08-05,34.16,23.9,24.4,24.9,15.096
1988-08-06,16.73,25.95,26.45,26.95,13.695
1988-08-07,10.45,26.25,26.75,27.25,11.197
1988-08-08,1.7,25.2,25.7,26.2,10.101
1988-08-09,56.53,24.85,25.35,25.85,19.497
1988-08-10,6.07,26.05,26.55,27.05,17.101
1988-08-11,30.8,25,25.5,26,15.003
1988-08-12,2.63,25.7,26.2,26.7,13.397
1988-08-13,12.13,25.85,26.35,26.85,12.097
1988-08-14,23.38,25.7,26.2,26.7,13.796
1988-08-15,22.08,26.6,27.1,27.6,12.199
1988-08-16,8.22,26.3,26.8,27.3,19.794
1988-08-17,1.23,26.3,26.8,27.3,13.898
1988-08-18,5.94,26.9,27.4,27.9,12.097
1988-08-19,20.96,26.3,26.8,27.3,11.995
1988-08-20,2.19,26.75,27.25,27.75,10.696
1988-08-21,26.34,26.75,27.25,27.75,10.5
1988-08-22,24.85,26.55,27.05,27.55,11.095
1988-08-23,75.02,26.45,26.95,27.45,15.003
1988-08-24,19.2,25.9,26.4,26.9,16.099
1988-08-25,26.6,25.45,25.95,26.45,14.298
1988-08-26,17.9,25.7,26.2,26.7,18.299
1988-08-27,5.08,25.05,25.55,26.05,15.003
1988-08-28,14.11,26.6,27.1,27.6,13.601
1988-08-29,18.43,24.85,25.35,25.85,18.996
1988-08-30,10.85,25.9,26.4,26.9,16.099
1988-08-31,33,25.9,26.4,26.9,15.895
1988-09-01,28.83,26.3,26.8,27.3,14.799
1988-09-02,19.73,26.05,26.55,27.05,14.595
1988-09-03,10.89,25.85,26.35,26.85,19.896
1988-09-04,39.64,25.9,26.4,26.9,18.095
1988-09-05,12.86,26.25,26.75,27.25,17.399
1988-09-06,18.1,26.25,26.75,27.25,14.697
1988-09-07,5.06,25.85,26.35,26.85,13.898
1988-09-08,32.3,26.7,27.2,27.7,16.303
1988-09-09,12.99,27.1,27.6,28.1,13.601
1988-09-10,6.17,26.25,26.75,27.25,13.695
1988-09-11,12.27,26.6,27.1,27.6,11.8
1988-09-12,23.19,26.8,27.3,27.8,10.602
1988-09-13,5.79,26.8,27.3,27.8,17.399
1988-09-14,9.85,26.1,26.6,27.1,23.999
1988-09-15,33.2,26.45,26.95,27.45,15.3
1988-09-16,12.35,26.1,26.6,27.1,14
1988-09-17,21.05,26.8,27.3,27.8,17.602
1988-09-18,54.2,25.6,26.1,26.6,18.095
1988-09-19,8.07,25.75,26.25,26.75,16.396
1988-09-20,2.72,25.4,25.9,26.4,14
1988-09-21,2,25.6,26.1,26.6,12.701
1988-09-22,23.35,26.05,26.55,27.05,11.995
1988-09-23,22.39,26.45,26.95,27.45,12.497
1988-09-24,1.38,27,27.5,28,11.401
1988-09-25,11.88,26.95,27.45,27.95,11.401
1988-09-26,19.51,26.6,27.1,27.6,11.002
1988-09-27,5.19,25.95,26.45,26.95,10.5
1988-09-28,1.08,24.75,25.25,25.75,9.889
1988-09-29,8.08,26.8,27.3,27.8,9.37
1988-09-30,0.81,25.95,26.45,26.95,9.099
1988-10-01,3.41,25.8,26.3,26.8,8.81
1988-10-02,35.39,26,26.5,27,9.54
1988-10-03,26.54,26.45,26.95,27.45,10.602
1988-10-04,14,25.75,26.25,26.75,10.5
1988-10-05,37.23,25.95,26.45,26.95,23.396
1988-10-06,49.47,25.3,25.8,26.3,26.599
1988-10-07,1.84,25.75,26.25,26.75,16.702
1988-10-08,2.49,24.7,25.2,25.7,13.1
1988-10-09,21.32,25.2,25.7,26.2,12.395
1988-10-10,4.35,25.75,26.25,26.75,11.596
1988-10-11,17.52,25.35,25.85,26.35,11.902
1988-10-12,17.13,25.85,26.35,26.85,15.699
1988-10-13,2.58,25.85,26.35,26.85,12.395
1988-10-14,16.94,26.2,26.7,27.2,12.301
1988-10-15,4.64,24.9,25.4,25.9,11.995
1988-10-16,22,25.5,26,26.5,10.798
1988-10-17,23.7,24.25,24.75,25.25,10.602
1988-10-18,85.33,25.35,25.85,26.35,24.297
1988-10-19,52.09,24.5,25,25.5,46.096
1988-10-20,7.78,23.3,23.8,24.3,26.302
1988-10-21,15.31,25.6,26.1,26.6,20.601
1988-10-22,32.36,25.45,25.95,26.45,28.493
1988-10-23,27.67,24.35,24.85,25.35,34.296
1988-10-24,41.57,25.95,26.45,26.95,25.095
1988-10-25,6.33,26.25,26.75,27.25,19.896
1988-10-26,7.45,26.25,26.75,27.25,17.195
1988-10-27,21.93,25.25,25.75,26.25,22.496
1988-10-28,11.19,25.9,26.4,26.9,17.798
1988-10-29,6.17,25.35,25.85,26.35,14.4
1988-10-30,9.28,26.05,26.55,27.05,13.202
1988-10-31,1.23,25.5,26,26.5,12.199
1988-11-01,0.29,25.05,25.55,26.05,11.299
1988-11-02,8.29,26.05,26.55,27.05,10.9
1988-11-03,1.63,24.4,24.9,25.4,10.798
1988-11-04,6.26,25.7,26.2,26.7,10.398
1988-11-05,24.2,26.55,27.05,27.55,9.319
1988-11-06,20.24,26.65,27.15,27.65,8.988
1988-11-07,1.56,27.05,27.55,28.05,8.716
1988-11-08,10.04,25.95,26.45,26.95,8.215
1988-11-09,4.24,25.7,26.2,26.7,8.02
1988-11-10,6.18,24.9,25.4,25.9,7.62
1988-11-11,8.95,25.85,26.35,26.85,6.728
1988-11-12,3.35,26.25,26.75,27.25,6.592
1988-11-13,19.66,25,25.5,26,9.192
1988-11-14,8.03,25.25,25.75,26.25,7.264
1988-11-15,9.83,25.25,25.75,26.25,6.592
1988-11-16,5.52,25.45,25.95,26.45,6.533
1988-11-17,3.35,24.85,25.35,25.85,6.219
1988-11-18,7.54,25.6,26.1,26.6,6.142
1988-11-19,0.24,26.25,26.75,27.25,5.913
1988-11-20,1.56,26.65,27.15,27.65,5.607
1988-11-21,18.91,26.55,27.05,27.55,5.573
1988-11-22,8.63,26.8,27.3,27.8,5.378
1988-11-23,8.11,26.3,26.8,27.3,5.208
1988-11-24,13.94,26.3,26.8,27.3,5.259
1988-11-25,1.66,25.6,26.1,26.6,5.131
1988-11-26,0.92,24.7,25.2,25.7,4.732
1988-11-27,1.21,24.9,25.4,25.9,4.52
1988-11-28,18.62,25.95,26.45,26.95,4.52
1988-11-29,20.95,26.2,26.7,27.2,4.74
1988-11-30,6.73,25.85,26.35,26.85,5.471
1988-12-01,28.81,24.3,24.8,25.3,5.403
1988-12-02,26.11,24.85,25.35,25.85,7.663
1988-12-03,3.56,24.3,24.8,25.3,5.879
1988-12-04,7.06,23.65,24.15,24.65,4.978
1988-12-05,37.43,25.1,25.6,26.1,5.046
1988-12-06,16.88,24.55,25.05,25.55,7.705
1988-12-07,4.14,24.35,24.85,25.35,5.53
1988-12-08,3.18,24.75,25.25,25.75,4.893
1988-12-09,6.09,24.6,25.1,25.6,4.732
1988-12-10,1.64,24.65,25.15,25.65,4.621
1988-12-11,9.44,25.05,25.55,26.05,4.52
1988-12-12,20.1,25.95,26.45,26.95,4.588
1988-12-13,75.77,24.1,24.6,25.1,15.198
1988-12-14,6.22,23.1,23.6,24.1,23.396
1988-12-15,28.12,25.2,25.7,26.2,9.319
1988-12-16,49.11,25.4,25.9,26.4,13.499
1988-12-17,11.34,23.35,23.85,24.35,16.099
1988-12-18,105.64,24.85,25.35,25.85,15.801
1988-12-19,23.54,23.35,23.85,24.35,32.299
1988-12-20,15.67,22.95,23.45,23.95,19.599
1988-12-21,4.28,24.2,24.7,25.2,15.997
1988-12-22,6.26,25.25,25.75,26.25,12.097
1988-12-23,5.26,24.85,25.35,25.85,10.9
1988-12-24,3.51,25.9,26.4,26.9,9.795
1988-12-25,11.22,25.7,26.2,26.7,9.056
1988-12-26,3.05,24.5,25,25.5,8.241
1988-12-27,1.25,25.25,25.75,26.25,7.603
1988-12-28,12.95,25.3,25.8,26.3,7.136
1988-12-29,4.01,25.05,25.55,26.05,6.771
1988-12-30,5.43,24.2,24.7,25.2,7.009
1988-12-31,1.23,25.3,25.8,26.3,6.473
1989-01-01,13.27,26.05,26.55,27.05,6.219
1989-01-02,0,25.25,25.75,26.25,6.236
1989-01-03,6.26,25.2,25.7,26.2,6.541
1989-01-04,27.21,24.85,25.35,25.85,11.698
1989-01-05,5,23.7,24.2,24.7,8.971
1989-01-06,1,25.2,25.7,26.2,8.818
1989-01-07,1.43,24,24.5,25,7.272
1989-01-08,2.62,24.2,24.7,25.2,7.34
1989-01-09,5.68,24.85,25.35,25.85,7.476
1989-01-10,3.67,25.4,25.9,26.4,6.966
1989-01-11,0.2,24.65,25.15,25.65,6.711
1989-01-12,5.61,25.05,25.55,26.05,6.346
1989-01-13,17.06,25.05,25.55,26.05,5.981
1989-01-14,2.89,25.25,25.75,26.25,5.785
1989-01-15,32.15,25.45,25.95,26.45,5.819
1989-01-16,7.98,25.4,25.9,26.4,7.841
1989-01-17,7.14,24.45,24.95,25.45,6.83
1989-01-18,5.41,24.85,25.35,25.85,5.853
1989-01-19,5.08,24.85,25.35,25.85,5.76
1989-01-20,6.13,25.45,25.95,26.45,5.378
1989-01-21,1.62,24.3,24.8,25.3,5.08
1989-01-22,3.15,25.8,26.3,26.8,4.919
1989-01-23,7.04,24.5,25,25.5,5.029
1989-01-24,1.58,24.45,24.95,25.45,4.766
1989-01-25,2,24.5,25,25.5,4.732
1989-01-26,1.47,24.15,24.65,25.15,4.52
1989-01-27,1.26,23.8,24.3,24.8,4.596
1989-01-28,0.15,23.75,24.25,24.75,4.188
1989-01-29,0.15,24.1,24.6,25.1,4.129
1989-01-30,0.07,24.35,24.85,25.35,4.129
1989-01-31,3.17,24.45,24.95,25.45,4.027
1989-02-01,0,24,24.5,25,3.942
1989-02-02,2.19,23.8,24.3,24.8,3.942
1989-02-03,0.28,23.6,24.1,24.6,3.942
1989-02-04,0.06,23.35,23.85,24.35,3.865
1989-02-05,0.05,23.7,24.2,24.7,3.746
1989-02-06,1.38,23.8,24.3,24.8,3.746
1989-02-07,3.17,23.8,24.3,24.8,4.112
1989-02-08,19.28,24.45,24.95,25.45,4.112
1989-02-09,0.55,23.65,24.15,24.65,5.046
1989-02-10,2.04,23.8,24.3,24.8,4.35
1989-02-11,1.12,23.5,24,24.5,5.369
1989-02-12,5.77,24,24.5,25,4.588
1989-02-13,0.1,22.1,22.6,23.1,4.078
1989-02-14,1.92,23.65,24.15,24.65,3.848
1989-02-15,4.38,23.7,24.2,24.7,3.908
1989-02-16,0.09,23.75,24.25,24.75,4.588
1989-02-17,0,23.8,24.3,24.8,3.865
1989-02-18,0,23.65,24.15,24.65,3.568
1989-02-19,0,23.9,24.4,24.9,3.432
1989-02-20,0,24.25,24.75,25.25,3.296
